,NMDS1,NMDS2
C1.Soil,-0.052174500589094355,-0.45546617171995263
C2.Soil,-0.40215756389755813,-0.28787418002626497
C3.Soil,-0.07194369634347897,0.6607332636287424
R1.Soil,0.5078809898884935,0.2844478244052504
R2.Soil,0.5637732410616365,-0.30798268536960133
R3.Soil,-0.5453784701199985,0.1061419490818262
